14372,ts_analyseDistr.sh,20181128131921,20181128132731,00:08:10
14466,ts_delPgm.sh,20181128131922,20181128131922,00:00:00
14541,ts_analyse.sh,20181128131925,20181128132222,00:02:57
15129,ts_analyse.sh,20181128132002,20181128132235,00:02:33
15559,ts_analyse.sh,20181128132046,20181128132233,00:01:47
15871,ts_analyseDistr.sh,20181128132107,20181128132604,00:04:57
16172,bloquerDistr.sh,20181128132132,20181128132725,00:05:53
16352,ts_delPgm.sh,20181128132139,20181128132139,00:00:00
16483,ts_delPgm.sh,20181128132148,20181128132148,00:00:00
16642,ts_analyseDistr.sh,20181128132158,20181128132732,00:05:34
17106,bloquerDistr.sh,20181128132259,20181128132736,00:04:37
17728,ts_analyse.sh,20181128132615,20181128150501,01:38:46
17884,bloquerDistr.sh,20181128132622,20181128132832,00:02:10
18130,ts_delPgm.sh,20181128132720,20181128132720,00:00:00
18617,ts_analyseDistr.sh,20181128132739,20181128133101,00:03:22
18856,ts_analyse.sh,20181128132747,20181128150439,01:36:52
19044,ts_analyseDistr.sh,20181128132751,20181128133021,00:02:30
19263,bloquerDistr.sh,20181128132814,20181128133116,00:03:02
19366,ts_analyse.sh,20181128132823,20181128133006,00:01:43
19581,bloquerDistr.sh,20181128132825,20181128132915,00:00:50
19938,ts_analyseDistr.sh,20181128132844,20181128133117,00:02:33
20543,ts_analyseDistr.sh,20181128132922,20181128133115,00:01:53
20888,ts_analyse.sh,20181128132955,20181128133042,00:00:47
21437,bloquerDistr.sh,20181128133042,20181128133138,00:00:56
21737,ts_analyse.sh,20181128133055,20181128133142,00:00:47
21870,bloquerDistr.sh,20181128133057,20181128133138,00:00:41
22622,ts_analyseDistr.sh,20181128133121,20181128133600,00:04:39
22801,ts_analyse.sh,20181128133131,20181128133224,00:00:53
23105,ts_analyseDistr.sh,20181128133138,20181128133216,00:00:38
23348,ts_analyseDistr.sh,20181128133144,20181128133219,00:00:35
23867,ts_analyse.sh,20181128133228,20181128133332,00:01:04
24158,ts_delPgm.sh,20181128133304,20181128133304,00:00:00
24199,ts_analyse.sh,20181128133309,20181128150330,01:30:21
24499,bloquerDistr.sh,20181128133324,20181128133431,00:01:07
24758,bloquerDistr.sh,20181128133334,20181128133524,00:01:50
25060,bloquerDistr.sh,20181128133345,20181128133542,00:01:57
25207,ts_analyse.sh,20181128133349,20181128150333,01:29:44
25578,ts_analyse.sh,20181128133426,20181128150412,01:29:46
25784,ts_analyseDistr.sh,20181128133432,20181128133520,00:00:48
26027,ts_analyse.sh,20181128133459,20181128150331,01:28:32
26180,bloquerDistr.sh,20181128133500,20181128133632,00:01:32
26645,ts_analyseDistr.sh,20181128133526,20181128133558,00:00:32
26854,bloquerDistr.sh,20181128133534,20181128133633,00:00:59
27412,ts_analyse.sh,20181128133558,20181128150338,01:27:40
27552,ts_analyseDistr.sh,20181128133600,20181128133704,00:01:04
27733,bloquerDistr.sh,20181128133603,20181128133646,00:00:43
28639,ts_analyse.sh,20181128133704,20181128150441,01:27:37
28813,bloquerDistr.sh,20181128133711,20181128133750,00:00:39
29137,bloquerDistr.sh,20181128133730,20181128133809,00:00:39
29894,bloquerDistr.sh,20181128134358,20181128134536,00:01:38
30427,bloquerDistr.sh,20181128135057,20181128135210,00:01:13
31180,bloquerDistr.sh,20181128135709,20181128135754,00:00:45
32682,bloquerDistr.sh,20181128142553,20181128142642,00:00:49
1089,bloquerDistr.sh,20181128143750,20181128143836,00:00:46
1663,bloquerDistr.sh,20181128144202,20181128144238,00:00:36
2054,bloquerDistr.sh,20181128144321,20181128144406,00:00:45
2544,bloquerDistr.sh,20181128144537,20181128144725,00:01:48
2973,bloquerDistr.sh,20181128144812,20181128144959,00:01:47
